time_s,strain
0.253236,-6.716385e-34
0.253480,-7.456334e-34
0.253724,-8.095149e-34
0.253968,-8.616211e-34
0.254212,-9.004242e-34
0.254457,-9.245667e-34
0.254701,-9.328944e-34
0.254945,-9.244887e-34
0.255189,-8.986956e-34
0.255433,-8.551512e-34
0.255678,-7.938032e-34
0.255922,-7.149280e-34
0.256166,-6.191418e-34
0.256410,-5.074067e-34
0.256654,-3.810298e-34
0.256899,-2.416566e-34
0.257143,-9.125682e-35
0.257387,6.789578e-35
0.257631,2.332512e-34
0.257875,4.020171e-34
0.258120,5.711993e-34
0.258364,7.376479e-34
0.258608,8.981095e-34
0.258852,1.049283e-33
0.259096,1.187880e-33
0.259341,1.310688e-33
0.259585,1.414635e-33
0.259829,1.496856e-33
0.260073,1.554755e-33
0.260317,1.586072e-33
0.260562,1.588941e-33
0.260806,1.561946e-33
0.261050,1.504168e-33
0.261294,1.415233e-33
0.261538,1.295343e-33
0.261783,1.145301e-33
0.262027,9.665256e-34
0.262271,7.610571e-34
0.262515,5.315471e-34
0.262759,2.812386e-34
0.263004,1.393311e-35
0.263248,-2.660547e-34
0.263492,-5.539549e-34
0.263736,-8.446118e-34
0.263980,-1.132565e-33
0.264225,-1.412139e-33
0.264469,-1.677544e-33
0.264713,-1.922984e-33
0.264957,-2.142764e-33
0.265201,-2.331414e-33
0.265446,-2.483801e-33
0.265690,-2.595247e-33
0.265934,-2.661647e-33
0.266178,-2.679573e-33
0.266422,-2.646377e-33
0.266667,-2.560284e-33
0.266911,-2.420468e-33
0.267155,-2.227115e-33
0.267399,-1.981471e-33
0.267643,-1.685868e-33
0.267888,-1.343738e-33
0.268132,-9.595919e-34
0.268376,-5.389878e-34
0.268620,-8.847341e-35
0.268864,3.844960e-34
0.269109,8.716604e-34
0.269353,1.364079e-33
0.269597,1.852274e-33
0.269841,2.326395e-33
0.270085,2.776394e-33
0.270330,3.192217e-33
0.270574,3.564007e-33
0.270818,3.882309e-33
0.271062,4.138278e-33
0.271306,4.323889e-33
0.271551,4.432138e-33
0.271795,4.457233e-33
0.272039,4.394769e-33
0.272283,4.241886e-33
0.272527,3.997406e-33
0.272772,3.661934e-33
0.273016,3.237937e-33
0.273260,2.729785e-33
0.273504,2.143756e-33
0.273748,1.488005e-33
0.273993,7.724854e-34
0.274237,8.839179e-36
0.274481,-7.897577e-34
0.274725,-1.608789e-33
0.274969,-2.432628e-33
0.275214,-3.244804e-33
0.275458,-4.028292e-33
0.275702,-4.765841e-33
0.275946,-5.440312e-33
0.276190,-6.035036e-33
0.276435,-6.534177e-33
0.276679,-6.923103e-33
0.276923,-7.188742e-33
0.277167,-7.319928e-33
0.277411,-7.307724e-33
0.277656,-7.145718e-33
0.277900,-6.830277e-33
0.278144,-6.360755e-33
0.278388,-5.739658e-33
0.278632,-4.972739e-33
0.278877,-4.069042e-33
0.279121,-3.040874e-33
0.279365,-1.903704e-33
0.279609,-6.759968e-34
0.279853,6.210234e-34
0.280098,1.963686e-33
0.280342,3.326247e-33
0.280586,4.681327e-33
0.280830,6.000408e-33
0.281074,7.254370e-33
0.281319,8.414079e-33
0.281563,9.450992e-33
0.281807,1.033779e-32
0.282051,1.104902e-32
0.282295,1.156171e-32
0.282540,1.185595e-32
0.282784,1.191554e-32
0.283028,1.172841e-32
0.283272,1.128716e-32
0.283516,1.058938e-32
0.283761,9.637988e-33
0.284005,8.441404e-33
0.284249,7.013631e-33
0.284493,5.374240e-33
0.284737,3.548214e-33
0.284982,1.565677e-33
0.285226,-5.385003e-34
0.285470,-2.725218e-33
0.285714,-4.951780e-33
0.285958,-7.172635e-33
0.286203,-9.340219e-33
0.286447,-1.140587e-32
0.286691,-1.332085e-32
0.286935,-1.503733e-32
0.287179,-1.650954e-32
0.287424,-1.769479e-32
0.287668,-1.855458e-32
0.287912,-1.905561e-32
0.288156,-1.917076e-32
0.288400,-1.887998e-32
0.288645,-1.817102e-32
0.288889,-1.704014e-32
0.289133,-1.549255e-32
0.289377,-1.354272e-32
0.289621,-1.121453e-32
0.289866,-8.541197e-33
0.290110,-5.564986e-33
0.290354,-2.336721e-33
0.290598,1.084916e-33
0.290842,4.634295e-33
0.291087,8.239945e-33
0.291331,1.182584e-32
0.291575,1.531286e-32
0.291819,1.862038e-32
0.292063,2.166796e-32
0.292308,2.437714e-32
0.292552,2.667326e-32
0.292796,2.848729e-32
0.293040,2.975762e-32
0.293284,3.043177e-32
0.293529,3.046801e-32
0.293773,2.983674e-32
0.294017,2.852179e-32
0.294261,2.652137e-32
0.294505,2.384879e-32
0.294750,2.053292e-32
0.294994,1.661823e-32
0.295238,1.216456e-32
0.295482,7.246522e-33
0.295726,1.952502e-33
0.295971,-3.616644e-33
0.296215,-9.349273e-33
0.296459,-1.512495e-32
0.296703,-2.081673e-32
0.296947,-2.629372e-32
0.297192,-3.142381e-32
0.297436,-3.607662e-32
0.297680,-4.012652e-32
0.297924,-4.345566e-32
0.298168,-4.595702e-32
0.298413,-4.753735e-32
0.298657,-4.811990e-32
0.298901,-4.764696e-32
0.299145,-4.608204e-32
0.299389,-4.341172e-32
0.299634,-3.964702e-32
0.299878,-3.482429e-32
0.300122,-2.900558e-32
0.300366,-2.227843e-32
0.300611,-1.475505e-32
0.300855,-6.570922e-33
0.301099,2.117215e-33
0.301343,1.113397e-32
0.301587,2.028843e-32
0.301832,2.937784e-32
0.302076,3.819170e-32
0.302320,4.651625e-32
0.302564,5.413922e-32
0.302808,6.085482e-32
0.303053,6.646878e-32
0.303297,7.080334e-32
0.303541,7.370220e-32
0.303785,7.503509e-32
0.304029,7.470197e-32
0.304274,7.263682e-32
0.304518,6.881073e-32
0.304762,6.323426e-32
0.305006,5.595908e-32
0.305250,4.707864e-32
0.305495,3.672792e-32
0.305739,2.508226e-32
0.305983,1.235505e-32
0.306227,-1.205420e-33
0.306471,-1.532020e-32
0.306716,-2.968481e-32
0.306960,-4.397515e-32
0.307204,-5.785427e-32
0.307448,-7.097964e-32
0.307692,-8.301100e-32
0.307937,-9.361846e-32
0.308181,-1.024907e-31
0.308425,-1.093434e-31
0.308669,-1.139269e-31
0.308913,-1.160337e-31
0.309158,-1.155059e-31
0.309402,-1.122402e-31
0.309646,-1.061940e-31
0.309890,-9.738830e-32
0.310134,-8.591057e-32
0.310379,-7.191564e-32
0.310623,-5.562507e-32
0.310867,-3.732497e-32
0.311111,-1.736206e-32
0.311355,3.861730e-33
0.311600,2.589645e-32
0.311844,4.825265e-32
0.312088,7.041132e-32
0.312332,9.183498e-32
0.312576,1.119798e-31
0.312821,1.303082e-31
0.313065,1.463025e-31
0.313309,1.594778e-31
0.313553,1.693955e-31
0.313797,1.756758e-31
0.314042,1.780098e-31
0.314286,1.761700e-31
0.314530,1.700196e-31
0.314774,1.595201e-31
0.315018,1.447363e-31
0.315263,1.258399e-31
0.315507,1.031098e-31
0.315751,7.693049e-32
0.315995,4.778733e-32
0.316239,1.625924e-32
0.316484,-1.699106e-32
0.316728,-5.122953e-32
0.316972,-8.566553e-32
0.317216,-1.194686e-31
0.317460,-1.517869e-31
0.317705,-1.817675e-31
0.317949,-2.085769e-31
0.318193,-2.314225e-31
0.318437,-2.495743e-31
0.318681,-2.623852e-31
0.318926,-2.693110e-31
0.319170,-2.699286e-31
0.319414,-2.639515e-31
0.319658,-2.512437e-31
0.319902,-2.318291e-31
0.320147,-2.058988e-31
0.320391,-1.738134e-31
0.320635,-1.361020e-31
0.320879,-9.345649e-32
0.321123,-4.672154e-32
0.321368,3.119322e-33
0.321612,5.496220e-32
0.321856,1.076049e-31
0.322100,1.597726e-31
0.322344,2.101464e-31
0.322589,2.573945e-31
0.322833,3.002051e-31
0.323077,3.373198e-31
0.323321,3.675680e-31
0.323565,3.899002e-31
0.323810,4.034198e-31
0.324054,4.074124e-31
0.324298,4.013722e-31
0.324542,3.850240e-31
0.324786,3.583403e-31
0.325031,3.215533e-31
0.325275,2.751606e-31
0.325519,2.199243e-31
0.325763,1.568633e-31
0.326007,8.723927e-32
0.326252,1.253525e-32
0.326496,-6.557243e-32
0.326740,-1.452481e-31
0.326984,-2.245364e-31
0.327228,-3.014072e-31
0.327473,-3.738035e-31
0.327717,-4.396937e-31
0.327961,-4.971240e-31
0.328205,-5.442725e-31
0.328449,-5.795011e-31
0.328694,-6.014067e-31
0.328938,-6.088666e-31
0.329182,-6.010808e-31
0.329426,-5.776059e-31
0.329670,-5.383834e-31
0.329915,-4.837572e-31
0.330159,-4.144834e-31
0.330403,-3.317281e-31
0.330647,-2.370562e-31
0.330891,-1.324078e-31
0.331136,-2.006483e-32
0.331380,9.739349e-32
0.331624,2.171442e-31
0.331868,3.361833e-31
0.332112,4.513964e-31
0.332357,5.596347e-31
0.332601,6.577955e-31
0.332845,7.429058e-31
0.333089,8.122049e-31
0.333333,8.632269e-31
0.333578,8.938775e-31
0.333822,9.025056e-31
0.334066,8.879660e-31
0.334310,8.496716e-31
0.334554,7.876334e-31
0.334799,7.024862e-31
0.335043,5.954995e-31
0.335287,4.685718e-31
0.335531,3.242076e-31
0.335775,1.654781e-31
0.336020,-4.035563e-33
0.336264,-1.803144e-31
0.336508,-3.589896e-31
0.336752,-5.354426e-31
0.336996,-7.049170e-31
0.337241,-8.626395e-31
0.337485,-1.003945e-30
0.337729,-1.124407e-30
0.337973,-1.219965e-30
0.338217,-1.287050e-30
0.338462,-1.322697e-30
0.338706,-1.324658e-30
0.338950,-1.291487e-30
0.339194,-1.222616e-30
0.339438,-1.118408e-30
0.339683,-9.801870e-31
0.339927,-8.102468e-31
0.340171,-6.118275e-31
0.340415,-3.890719e-31
0.340659,-1.469520e-31
0.340904,1.088290e-31
0.341148,3.719591e-31
0.341392,6.356618e-31
0.341636,8.928593e-31
0.341880,1.136351e-30
0.342125,1.359003e-30
0.342369,1.553947e-30
0.342613,1.714774e-30
0.342857,1.835731e-30
0.343101,1.911907e-30
0.343346,1.939400e-30
0.343590,1.915468e-30
0.343834,1.838655e-30
0.344078,1.708886e-30
0.344322,1.527525e-30
0.344567,1.297403e-30
0.344811,1.022803e-30
0.345055,7.094043e-31
0.345299,3.641859e-31
0.345543,-4.708371e-33
0.345788,-3.881446e-31
0.346032,-7.762075e-31
0.346276,-1.158440e-30
0.346520,-1.524110e-30
0.346764,-1.862490e-30
0.347009,-2.163163e-30
0.347253,-2.416312e-30
0.347497,-2.613028e-30
0.347741,-2.745590e-30
0.347985,-2.807730e-30
0.348230,-2.794872e-30
0.348474,-2.704327e-30
0.348718,-2.535453e-30
0.348962,-2.289757e-30
0.349206,-1.970943e-30
0.349451,-1.584908e-30
0.349695,-1.139665e-30
0.349939,-6.452086e-31
0.350183,-1.133256e-31
0.350427,4.426650e-31
0.350672,1.008218e-30
0.350916,1.567918e-30
0.351160,2.105876e-30
0.351404,2.606156e-30
0.351648,3.053220e-30
0.351893,3.432385e-30
0.352137,3.730272e-30
0.352381,3.935238e-30
0.352625,4.037778e-30
0.352869,4.030886e-30
0.353114,3.910357e-30
0.353358,3.675026e-30
0.353602,3.326928e-30
0.353846,2.871373e-30
0.354090,2.316940e-30
0.354335,1.675363e-30
0.354579,9.613331e-31
0.354823,1.922071e-31
0.355067,-6.123798e-31
0.355311,-1.430976e-30
0.355556,-2.240852e-30
0.355800,-3.018594e-30
0.356044,-3.740748e-30
0.356288,-4.384487e-30
0.356532,-4.928298e-30
0.356777,-5.352647e-30
0.357021,-5.640626e-30
0.357265,-5.778554e-30
0.357509,-5.756498e-30
0.357753,-5.568722e-30
0.357998,-5.214024e-30
0.358242,-4.695961e-30
0.358486,-4.022950e-30
0.358730,-3.208219e-30
0.358974,-2.269629e-30
0.359219,-1.229353e-30
0.359463,-1.134068e-31
0.359707,1.048944e-30
0.359951,2.225898e-30
0.360195,3.383939e-30
0.360440,4.488737e-30
0.360684,5.506122e-30
0.360928,6.403078e-30
0.361172,7.148764e-30
0.361416,7.715496e-30
0.361661,8.079698e-30
0.361905,8.222753e-30
0.362149,8.131761e-30
0.362393,7.800151e-30
0.362637,7.228136e-30
0.362882,6.422990e-30
0.363126,5.399121e-30
0.363370,4.177949e-30
0.363614,2.787558e-30
0.363858,1.262146e-30
0.364103,-3.587322e-31
0.364347,-2.031115e-30
0.364591,-3.707749e-30
0.364835,-5.339356e-30
0.365079,-6.876007e-30
0.365324,-8.268578e-30
0.365568,-9.470242e-30
0.365812,-1.043795e-29
0.366056,-1.113388e-29
0.366300,-1.152676e-29
0.366545,-1.159308e-29
0.366789,-1.131811e-29
0.367033,-1.069669e-29
0.367277,-9.733815e-30
0.367521,-8.444839e-30
0.367766,-6.855490e-30
0.368010,-5.001507e-30
0.368254,-2.927975e-30
0.368498,-6.883587e-31
0.368742,1.656763e-30
0.368987,4.041228e-30
0.369231,6.395057e-30
0.369475,8.646402e-30
0.369719,1.072364e-29
0.369963,1.255754e-29
0.370208,1.408347e-29
0.370452,1.524351e-29
0.370696,1.598849e-29
0.370940,1.627985e-29
0.371184,1.609123e-29
0.371429,1.540976e-29
0.371673,1.423700e-29
0.371917,1.258951e-29
0.372161,1.049890e-29
0.372405,8.011512e-30
0.372650,5.187609e-30
0.372894,2.100081e-30
0.373138,-1.167260e-30
0.373382,-4.521803e-30
0.373626,-7.864614e-30
0.373871,-1.109322e-29
0.374115,-1.410458e-29
0.374359,-1.679828e-29
0.374603,-1.907966e-29
0.374847,-2.086300e-29
0.375092,-2.207449e-29
0.375336,-2.265501e-29
0.375580,-2.256253e-29
0.375824,-2.177410e-29
0.376068,-2.028731e-29
0.376313,-1.812123e-29
0.376557,-1.531663e-29
0.376801,-1.193564e-29
0.377045,-8.060664e-30
0.377289,-3.792610e-30
0.377534,7.514565e-31
0.377778,5.441332e-30
0.378022,1.013719e-29
0.378266,1.469355e-29
0.378510,1.896359e-29
0.378755,2.280366e-29
0.378999,2.607791e-29
0.379243,2.866285e-29
0.379487,3.045168e-29
0.379731,3.135833e-29
0.379976,3.132098e-29
0.380220,3.030495e-29
0.380464,2.830487e-29
0.380708,2.534606e-29
0.380952,2.148490e-29
0.381197,1.680832e-29
0.381441,1.143227e-29
0.381685,5.499244e-30
0.381929,-8.252139e-31
0.382173,-7.356783e-30
0.382418,-1.389746e-29
0.382662,-2.024130e-29
0.382906,-2.618058e-29
0.383150,-3.151238e-29
0.383394,-3.604516e-29
0.383639,-3.960531e-29
0.383883,-4.204339e-29
0.384127,-4.323984e-29
0.384371,-4.310995e-29
0.384615,-4.160796e-29
0.384860,-3.873006e-29
0.385104,-3.451615e-29
0.385348,-2.905029e-29
0.385592,-2.245978e-29
0.385836,-1.491276e-29
0.386081,-6.614441e-30
0.386325,2.198031e-30
0.386569,1.126191e-29
0.386813,2.029630e-29
0.387057,2.901048e-29
0.387302,3.711286e-29
0.387546,4.432038e-29
0.387790,5.036793e-29
0.388034,5.501763e-29
0.388278,5.806761e-29
0.388523,5.935991e-29
0.388767,5.878731e-29
0.389011,5.629885e-29
0.389255,5.190360e-29
0.389499,4.567278e-29
0.389744,3.773985e-29
0.389988,2.829859e-29
0.390232,1.759919e-29
0.390476,5.942239e-30
0.390720,-6.329041e-30
0.390965,-1.883837e-29
0.391209,-3.118742e-29
0.391453,-4.296792e-29
0.391697,-5.377470e-29
0.391941,-6.321901e-29
0.392186,-7.094196e-29
0.392430,-7.662741e-29
0.392674,-8.001400e-29
0.392918,-8.090593e-29
0.393162,-7.918186e-29
0.393407,-7.480185e-29
0.393651,-6.781180e-29
0.393895,-5.834530e-29
0.394139,-4.662256e-29
0.394383,-3.294653e-29
0.394628,-1.769605e-29
0.394872,-1.316291e-30
0.395116,1.569347e-29
0.395360,3.279429e-29
0.395604,4.942392e-29
0.395849,6.501457e-29
0.396093,7.901158e-29
0.396337,9.089238e-29
0.396581,1.001851e-28
0.396825,1.064863e-28
0.397070,1.094769e-28
0.397314,1.089364e-28
0.397558,1.047536e-28
0.397802,9.693509e-29
0.398046,8.560882e-29
0.398291,7.102509e-29
0.398535,5.355258e-29
0.398779,3.367052e-29
0.399023,1.195688e-29
0.399267,-1.092731e-29
0.399512,-3.425703e-29
0.399756,-5.726521e-29
0.400000,-7.916701e-29
0.400244,-9.918564e-29
0.400488,-1.165788e-28
0.400733,-1.306653e-28
0.400977,-1.408500e-28
0.401221,-1.466478e-28
0.401465,-1.477039e-28
0.401709,-1.438109e-28
0.401954,-1.349213e-28
0.402198,-1.211556e-28
0.402442,-1.028039e-28
0.402686,-8.032332e-29
0.402930,-5.432808e-29
0.403175,-2.557485e-29
0.403419,5.057751e-30
0.403663,3.659453e-29
0.403907,6.799340e-29
0.404151,9.817847e-29
0.404396,1.260756e-28
0.404640,1.506494e-28
0.404884,1.709401e-28
0.405128,1.860992e-28
0.405372,1.954231e-28
0.405617,1.983827e-28
0.405861,1.946482e-28
0.406105,1.841077e-28
0.406349,1.668797e-28
0.406593,1.433173e-28
0.406838,1.140053e-28
0.407082,7.974805e-29
0.407326,4.155048e-29
0.407570,5.905076e-31
0.407814,-4.181519e-29
0.408059,-8.425166e-29
0.408303,-1.252511e-28
0.408547,-1.633418e-28
0.408791,-1.970995e-28
0.409035,-2.251982e-28
0.409280,-2.464605e-28
0.409524,-2.599040e-28
0.409768,-2.647829e-28
0.410012,-2.606230e-28
0.410256,-2.472482e-28
0.410501,-2.247979e-28
0.410745,-1.937341e-28
0.410989,-1.548367e-28
0.411233,-1.091887e-28
0.411477,-5.814872e-29
0.411722,-3.314203e-30
0.411966,5.352637e-29
0.412210,1.104491e-28
0.412454,1.654574e-28
0.412698,2.165499e-28
0.412943,2.617905e-28
0.413187,2.993796e-28
0.413431,3.277226e-28
0.413675,3.454938e-28
0.413919,3.516934e-28
0.414164,3.456949e-28
0.414408,3.272815e-28
0.414652,2.966683e-28
0.414896,2.545112e-28
0.415140,2.018997e-28
0.415385,1.403338e-28
0.415629,7.168629e-29
0.415873,-1.850870e-30
0.416117,-7.783254e-29
0.416361,-1.536386e-28
0.416606,-2.265612e-28
0.416850,-2.938981e-28
0.417094,-3.530501e-28
0.417338,-4.016176e-28
0.417582,-4.374940e-28
0.417827,-4.589523e-28
0.418071,-4.647208e-28
0.418315,-4.540458e-28
0.418559,-4.267373e-28
0.418803,-3.831968e-28
0.419048,-3.244247e-28
0.419292,-2.520053e-28
0.419536,-1.680720e-28
0.419780,-7.524926e-29
0.420024,2.342357e-29
0.420269,1.245876e-28
0.420513,2.246744e-28
0.420757,3.200274e-28
0.421001,4.070318e-28
0.421245,4.822472e-28
0.421490,5.425389e-28
0.421734,5.852034e-28
0.421978,6.080820e-28
0.422222,6.096598e-28
0.422466,5.891439e-28
0.422711,5.465189e-28
0.422955,4.825755e-28
0.423199,3.989106e-28
0.423443,2.978984e-28
0.423687,1.826317e-28
0.423932,5.683395e-29
0.424176,-7.525408e-29
0.424420,-2.090114e-28
0.424664,-3.395930e-28
0.424908,-4.620997e-28
0.425153,-5.717570e-28
0.425397,-6.640951e-28
0.425641,-7.351247e-28
0.425885,-7.815018e-28
0.426129,-8.006741e-28
0.426374,-7.910044e-28
0.426618,-7.518632e-28
0.426862,-6.836891e-28
0.427106,-5.880104e-28
0.427350,-4.674278e-28
0.427595,-3.255560e-28
0.427839,-1.669262e-28
0.428083,3.149824e-30
0.428327,1.787493e-28
0.428571,3.535373e-28
0.428816,5.209879e-28
0.429060,6.746212e-28
0.429304,8.082465e-28
0.429548,9.162041e-28
0.429792,9.935961e-28
0.430037,1.036497e-27
0.430281,1.042134e-27
0.430525,1.009035e-27
0.430769,9.371277e-28
0.431013,8.277920e-28
0.431258,6.838616e-28
0.431502,5.095678e-28
0.431746,3.104302e-28
0.431990,9.309435e-29
0.432234,-1.348787e-28
0.432479,-3.652653e-28
0.432723,-5.894668e-28
0.432967,-7.988207e-28
0.433211,-9.849265e-28
0.433455,-1.139973e-27
0.433700,-1.257055e-27
0.433944,-1.330468e-27
0.434188,-1.355965e-27
0.434432,-1.330974e-27
0.434676,-1.254747e-27
0.434921,-1.128463e-27
0.435165,-9.552422e-28
0.435409,-7.400987e-28
0.435653,-4.898174e-28
0.435897,-2.127552e-28
0.436142,8.142234e-29
0.436386,3.820647e-28
0.436630,6.779095e-28
0.436874,9.574923e-28
0.437118,1.209579e-27
0.437363,1.423606e-27
0.437607,1.590108e-27
0.437851,1.701119e-27
0.438095,1.750535e-27
0.438339,1.734412e-27
0.438584,1.651191e-27
0.438828,1.501848e-27
0.439072,1.289935e-27
0.439316,1.021543e-27
0.439560,7.051499e-28
0.439805,3.513740e-28
0.440049,-2.735844e-29
0.440293,-4.172338e-28
0.440537,-8.035385e-28
0.440781,-1.171198e-27
0.441026,-1.505351e-27
0.441270,-1.791934e-27
0.441514,-2.018254e-27
0.441758,-2.173535e-27
0.442002,-2.249401e-27
0.442247,-2.240284e-27
0.442491,-2.143744e-27
0.442735,-1.960669e-27
0.442979,-1.695356e-27
0.443223,-1.355459e-27
0.443468,-9.518091e-28
0.443712,-4.980972e-28
0.443956,-1.043556e-29
0.444200,4.931907e-28
0.444444,9.935654e-28
0.444689,1.470955e-27
0.444933,1.905866e-27
0.445177,2.279824e-27
0.445421,2.576133e-27
0.445665,2.780598e-27
0.445910,2.882169e-27
0.446154,2.873488e-27
0.446398,2.751306e-27
0.446642,2.516749e-27
0.446886,2.175429e-27
0.447131,1.737371e-27
0.447375,1.216767e-27
0.447619,6.315576e-28
0.447863,2.842674e-30
0.448107,-6.458456e-28
0.448352,-1.289398e-27
0.448596,-1.902075e-27
0.448840,-2.458511e-27
0.449084,-2.934738e-27
0.449328,-3.309190e-27
0.449573,-3.563651e-27
0.449817,-3.684090e-27
0.450061,-3.661372e-27
0.450305,-3.491784e-27
0.450549,-3.177373e-27
0.450794,-2.726057e-27
0.451038,-2.151505e-27
0.451282,-1.472787e-27
0.451526,-7.137842e-28
0.451770,9.760572e-29
0.452015,9.304567e-28
0.452259,1.751959e-27
0.452503,2.528681e-27
0.452747,3.227895e-27
0.452991,3.818925e-27
0.453236,4.274458e-27
0.453480,4.571760e-27
0.453724,4.693753e-27
0.453968,4.629900e-27
0.454212,4.376845e-27
0.454457,3.938799e-27
0.454701,3.327620e-27
0.454945,2.562586e-27
0.455189,1.669861e-27
0.455433,6.816617e-28
0.455678,-3.648568e-28
0.455922,-1.428948e-27
0.456166,-2.467819e-27
0.456410,-3.438311e-27
0.456654,-4.298651e-27
0.456899,-5.010209e-27
0.457143,-5.539184e-27
0.457387,-5.858152e-27
0.457631,-5.947403e-27
0.457875,-5.796011e-27
0.458120,-5.402568e-27
0.458364,-4.775566e-27
0.458608,-3.933374e-27
0.458852,-2.903811e-27
0.459096,-1.723312e-27
0.459341,-4.357109e-28
0.459585,9.093220e-28
0.459829,2.258140e-27
0.460073,3.555206e-27
0.460317,4.745329e-27
0.460562,5.775961e-27
0.460806,6.599462e-27
0.461050,7.175242e-27
0.461294,7.471674e-27
0.461538,7.467706e-27
0.461783,7.154091e-27
0.462027,6.534151e-27
0.462271,5.624063e-27
0.462515,4.452601e-27
0.462759,3.060355e-27
0.463004,1.498424e-27
0.463248,-1.733724e-28
0.463492,-1.888712e-27
0.463736,-3.577327e-27
0.463980,-5.167819e-27
0.464225,-6.590617e-27
0.464469,-7.780950e-27
0.464713,-8.681727e-27
0.464957,-9.246188e-27
0.465201,-9.440202e-27
0.465446,-9.244125e-27
0.465690,-8.654092e-27
0.465934,-7.682701e-27
0.466178,-6.359017e-27
0.466422,-4.727883e-27
0.466667,-2.848540e-27
0.466911,-7.925926e-28
0.467155,1.358620e-27
0.467399,3.517148e-27
0.467643,5.591945e-27
0.467888,7.492627e-27
0.468132,9.133332e-27
0.468376,1.043651e-26
0.468620,1.133649e-26
0.468864,1.178267e-26
0.469109,1.174213e-26
0.469353,1.120164e-26
0.469597,1.016885e-26
0.469841,8.672620e-27
0.470085,6.762510e-27
0.470330,4.507298e-27
0.470574,1.992672e-27
0.470818,-6.818907e-28
0.471062,-3.406947e-27
0.471306,-6.067452e-27
0.471551,-8.547520e-27
0.471795,-1.073537e-26
0.472039,-1.252827e-26
0.472283,-1.383721e-26
0.472527,-1.459125e-26
0.472772,-1.474106e-26
0.473016,-1.426182e-26
0.473260,-1.315501e-26
0.473504,-1.144926e-26
0.473748,-9.199922e-27
0.473993,-6.487548e-27
0.474237,-3.415229e-27
0.474481,-1.048324e-28
0.474725,3.307674e-27
0.474969,6.677672e-27
0.475214,9.857890e-27
0.475458,1.270472e-26
0.475702,1.508458e-26
0.475946,1.688002e-26
0.476190,1.799541e-26
0.476435,1.836171e-26
0.476679,1.794043e-26
0.476923,1.672617e-26
0.477167,1.474800e-26
0.477411,1.206924e-26
0.477656,8.785754e-27
0.477900,5.022840e-27
0.478144,9.306258e-28
0.478388,-3.321709e-27
0.478632,-7.552755e-27
0.478877,-1.157645e-26
0.479121,-1.521013e-26
0.479365,-1.828262e-26
0.479609,-2.064219e-26
0.479853,-2.216381e-26
0.480098,-2.275552e-26
0.480342,-2.236350e-26
0.480586,-2.097570e-26
0.480830,-1.862363e-26
0.481074,-1.538236e-26
0.481319,-1.136856e-26
0.481563,-6.736657e-27
0.481807,-1.673133e-27
0.482051,3.610699e-27
0.482295,8.887319e-27
0.482540,1.392259e-26
0.482784,1.848597e-26
0.483028,2.236086e-26
0.483272,2.535469e-26
0.483516,2.730828e-26
0.483761,2.810393e-26
0.484005,2.767198e-26
0.484249,2.599544e-26
0.484493,2.311236e-26
0.484737,1.911585e-26
0.484982,1.415163e-26
0.485226,8.413130e-27
0.485470,2.134302e-27
0.485714,-4.419617e-27
0.485958,-1.096304e-26
0.486203,-1.720224e-26
0.486447,-2.284829e-26
0.486691,-2.763022e-26
0.486935,-3.130778e-26
0.487179,-3.368320e-26
0.487424,-3.461144e-26
0.487668,-3.400835e-26
0.487912,-3.185635e-26
0.488156,-2.820727e-26
0.488400,-2.318216e-26
0.488645,-1.696794e-26
0.488889,-9.810934e-27
0.489133,-2.007551e-27
0.489377,6.107634e-27
0.489621,1.417590e-26
0.489866,2.182993e-26
0.490110,2.871027e-26
0.490354,3.448192e-26
0.490598,3.885033e-26
0.490842,4.157606e-26
0.491087,4.248742e-26
0.491331,4.149034e-26
0.491575,3.857504e-26
0.491819,3.381910e-26
0.492063,2.738648e-26
0.492308,1.952274e-26
0.492552,1.054623e-26
0.492796,8.356842e-28
0.493040,-9.185258e-27
0.493284,-1.906620e-26
0.493529,-2.834984e-26
0.493773,-3.659281e-26
0.494017,-4.338650e-26
0.494261,-4.837693e-26
0.494505,-5.128272e-26
0.494750,-5.191027e-26
0.494994,-5.016536e-26
0.495238,-4.606049e-26
0.495482,-3.971755e-26
0.495726,-3.136545e-26
0.495971,-2.133278e-26
0.496215,-1.003558e-26
0.496459,2.039322e-27
0.496703,1.435476e-26
0.496947,2.634668e-26
0.497192,3.744953e-26
0.497436,4.712251e-26
0.497680,5.487554e-26
0.497924,6.029352e-26
0.498168,6.305801e-26
0.498413,6.296495e-26
0.498657,5.993759e-26
0.498901,5.403393e-26
0.499145,4.544801e-26
0.499389,3.450489e-26
0.499634,2.164937e-26
0.499878,7.428700e-27
0.500122,-7.530013e-27
0.500366,-2.254686e-26
0.500611,-3.691950e-26
0.500855,-4.995546e-26
0.501099,-6.100506e-26
0.501343,-6.949319e-26
0.501587,-7.494867e-26
0.501832,-7.702953e-26
0.502076,-7.554296e-26
0.502320,-7.045886e-26
0.502564,-6.191604e-26
0.502808,-5.022072e-26
0.503053,-3.583693e-26
0.503297,-1.936926e-26
0.503541,-1.538303e-27
0.503785,1.685001e-26
0.504029,3.494019e-26
0.504274,5.186634e-26
0.504518,6.679300e-26
0.504762,7.895577e-26
0.505006,8.769977e-26
0.505250,9.251408e-26
0.505495,9.306029e-26
0.505739,8.919373e-26
0.505983,8.097604e-26
